Date:Active:EOL
2013-11-29:67:19
2013-12-02:67:19
2013-12-03:67:19
2013-12-03:67:19
2013-12-04:67:19
2013-12-04:67:19
2013-12-04:67:19
2013-12-05:67:19
2013-12-05:67:19
2013-12-10:67:19
2013-12-10:67:19
2013-12-10:67:19
2013-12-11:68:19
2013-12-11:67:19
2013-12-12:67:20
2013-12-16:67:20
2013-12-19:67:20
2013-12-19:67:20
2013-12-19:67:20
2013-12-19:67:20
2014-01-07:67:20
2014-01-11:67:20
2014-01-11:67:20
2014-01-11:67:20
2014-01-17:68:20
2014-01-17:68:20
2014-01-21:68:20
2014-01-21:68:20
2014-01-29:68:20
2014-02-05:68:20
2014-02-05:68:20
2014-02-07:68:20
2014-02-07:68:20
2014-02-07:68:20
2014-02-07:68:20
2014-02-07:69:20
2014-02-10:70:20
2014-02-10:69:20
2014-02-10:70:20
2014-02-13:70:20
2014-02-13:71:20
2014-02-14:70:20
2014-02-17:70:21
2014-02-17:70:20
2014-02-17:70:20
2014-02-17:70:20
2014-02-17:70:20
2014-02-17:70:21
2014-02-18:70:21
2014-02-18:70:21
2014-02-18:70:21
2014-02-18:70:21
2014-02-19:70:21
2014-02-19:70:21
2014-02-25:70:21
2014-02-25:70:21
2014-02-26:70:21
2014-03-04:70:21
2014-03-04:70:21
2014-03-04:70:21
2014-03-05:70:21
2014-03-06:70:21
2014-03-10:71:21
2014-03-11:73:21
2014-03-11:72:21
2014-03-11:72:21
2014-03-11:73:21
2014-03-11:71:21
2014-03-11:73:21
2014-03-12:72:21
2014-03-12:72:21
2014-03-12:72:21
2014-03-12:72:21
2014-03-13:72:21
2014-03-13:74:21
2014-03-13:72:21
2014-03-13:72:21
2014-03-14:74:21
2014-03-21:74:21
2014-03-26:74:21
2014-03-27:75:21
2014-03-27:74:21
2014-03-27:74:21
2014-03-27:74:21
2014-03-27:74:21
2014-03-27:74:21
2014-03-27:74:21
2014-03-28:75:21
2014-03-31:75:21
2014-04-02:75:21
2014-04-03:75:21
2014-04-03:75:21
2014-04-18:75:21
2014-04-21:75:21
2014-04-24:72:23
2014-04-25:72:23
2014-05-08:72:23
2014-05-08:72:23
2014-05-08:72:23
2014-05-09:72:23
2014-05-09:72:23
2014-05-09:72:23
2014-05-09:72:23
2014-05-13:72:23
2014-05-14:72:23
2014-05-14:72:23
2014-05-16:72:23
2014-05-16:72:23
2014-05-20:71:24
2014-05-20:71:24
2014-05-21:71:24
2014-05-22:73:24
2014-05-22:73:24
2014-05-23:73:24
2014-05-23:74:24
2014-05-28:74:24
2014-05-28:74:24
2014-05-28:74:24
2014-05-29:74:24
2014-06-03:74:24
2014-06-03:75:24
2014-06-05:75:24
2014-06-06:75:24
2014-06-06:76:24
2014-06-06:77:24
2014-06-06:77:24
2014-06-11:77:24
2014-06-11:77:24
2014-06-20:77:24
2014-06-20:77:24
2014-06-24:77:24
2014-06-24:77:24
2014-06-25:77:24
2014-06-26:77:24
2014-06-29:77:24
2014-06-30:77:24
2014-06-30:77:24
2014-07-01:77:24
2014-07-02:77:24
2014-07-04:77:25
2014-07-04:77:25
2014-07-07:77:25
2014-07-07:77:25
2014-07-07:77:25
2014-07-07:77:25
2014-07-08:77:25
2014-07-08:77:25
2014-07-14:77:25
2014-07-15:77:25
2014-07-16:78:25
2014-07-16:78:25
2014-07-16:78:25
2014-07-17:78:25
2014-07-17:78:25
2014-07-18:78:25
2014-07-18:78:25
2014-07-20:78:25
2014-07-21:78:25
2014-07-21:78:25
2014-07-21:78:25
2014-07-21:78:25
2014-07-24:78:25
2014-07-24:78:25
2014-07-24:78:25
2014-07-24:78:25
2014-07-24:78:25
2014-07-24:78:25
2014-07-25:78:25
2014-07-29:78:25
2014-07-29:78:25
2014-07-29:78:25
2014-07-29:78:25
2014-07-30:78:25
2014-07-30:78:25
2014-07-30:78:25
2014-07-30:78:25
2014-07-31:78:25
2014-07-31:78:25
2014-08-04:78:25
2014-08-04:78:25
2014-08-04:78:25
2014-08-05:78:25
2014-08-05:78:25
2014-08-05:78:25
2014-08-05:78:25
2014-08-05:78:25
2014-08-06:78:25
2014-08-06:78:25
2014-08-08:78:25
2014-08-08:78:25
2014-08-12:78:25
2014-08-12:78:25
2014-08-13:78:25
2014-08-13:78:25
2014-08-13:78:25
2014-08-13:78:25
2014-08-14:78:25
2014-08-14:78:25
2014-08-14:78:25
2014-08-15:78:25
2014-08-15:78:25
2014-08-18:78:25
2014-08-18:78:25
2014-08-18:78:25
2014-08-19:77:26
2014-08-19:78:25
2014-08-19:77:26
2014-08-19:78:25
2014-08-20:77:26
2014-08-20:77:26
2014-09-01:77:26
2014-09-02:77:26
2014-09-03:77:26
2014-09-03:77:26
2014-09-03:77:26
2014-09-15:77:26
2014-09-18:78:26
2014-09-18:78:26
2014-09-19:78:26
2014-09-19:78:26
2014-09-19:78:26
2014-09-22:78:26
2014-09-23:77:27
2014-09-24:77:27
2014-09-25:77:27
2014-09-29:77:27
2014-10-02:77:27
2014-10-06:77:27
2014-10-06:77:27
2014-10-06:77:27
2014-10-07:77:27
2014-10-08:77:27
2014-10-09:77:27
2014-10-17:77:27
2014-10-20:77:27
2014-10-24:77:27
2014-11-01:77:27
2014-11-08:77:27
2014-11-08:77:27
2014-11-10:77:27
2014-11-10:77:27
2014-11-12:77:27
2014-11-12:77:27
2014-11-12:77:27
2014-11-12:77:27
2014-11-12:77:27
2014-11-13:77:27
2014-11-13:77:27
2014-11-13:77:27
2014-11-13:77:27
2014-11-14:77:27
2014-11-17:77:27
2014-11-24:77:27
2014-11-26:77:27
2014-12-01:77:27
2014-12-02:77:27
2014-12-02:77:27
2014-12-06:77:27
2014-12-08:77:27
2014-12-08:77:27
2014-12-08:77:27
2014-12-16:78:27
2014-12-16:78:27
2014-12-16:78:27
2014-12-16:78:27
2014-12-17:78:27
2014-12-18:78:27
2014-12-18:78:27
2014-12-21:78:27
2014-12-22:78:27
2014-12-23:78:27
2014-12-23:78:27
2015-01-07:78:27
2015-01-07:78:27
2015-01-07:78:27
2015-01-08:78:27
2015-01-21:78:27
2015-01-21:78:27
2015-01-21:78:27
2015-01-26:77:28
2015-02-03:77:28
2015-02-03:77:28
2015-02-05:76:29
2015-02-05:76:29
2015-02-11:76:29
2015-02-16:75:30
2015-02-17:76:30
2015-02-17:76:30
2015-02-23:76:30
2015-02-23:75:31
2015-02-23:76:31
2015-02-27:76:31
2015-02-28:76:31
2015-03-02:76:31
2015-03-02:76:31
2015-03-02:76:31
2015-03-03:76:31
2015-03-05:76:31
2015-03-05:76:31
2015-03-07:75:31
2015-03-11:76:31
2015-03-14:75:32
2015-03-15:73:34
2015-03-15:74:33
2015-03-16:73:34
2015-03-16:73:34
2015-03-16:73:35
2015-03-16:72:35
2015-03-18:73:35
2015-03-19:73:35
2015-03-20:73:35
2015-03-20:73:35
2015-03-20:73:35
2015-03-23:73:35
2015-03-24:73:35
2015-03-24:73:35
2015-03-25:73:35
2015-03-25:73:35
2015-03-25:73:35
2015-03-25:73:35
2015-03-26:73:35
2015-03-26:73:35
2015-03-26:76:31
2015-04-01:73:35
2015-04-10:72:36
2015-04-13:72:36
2015-04-14:72:36
2015-04-14:72:36
2015-04-14:72:36
2015-04-14:72:36
2015-04-14:72:36
2015-04-15:76:31
2015-04-15:72:36
2015-04-15:72:36
2015-04-15:72:36
2015-04-15:72:36
2015-04-17:72:36
2015-04-17:72:36
2015-04-17:72:36
2015-04-29:73:36
2015-05-04:73:36
2015-05-11:73:36
2015-05-12:73:36
2015-05-21:73:36
2015-05-22:73:36
2015-05-22:73:36
2015-05-26:73:36
2015-05-28:73:36
2015-05-28:73:36
2015-05-29:73:36
2015-05-29:73:36
2015-06-01:73:36
2015-06-03:73:36
2015-06-03:73:36
2015-06-03:73:36
2015-06-03:73:36
2015-06-08:73:36
2015-06-08:73:36
2015-06-08:73:36
2015-06-08:73:36
2015-06-09:73:36
2015-06-09:73:36
2015-06-09:73:36
2015-06-10:73:36
2015-06-12:73:36
2015-06-15:73:36
2015-06-16:73:36
2015-06-17:73:36
2015-06-30:73:36
2015-07-08:73:36
2015-07-10:73:36
2015-07-17:72:37
2015-07-17:73:36
2015-07-22:72:37
2015-08-05:72:37
2015-08-06:72:37
2015-08-10:73:37
2015-08-10:73:37
2015-08-12:73:37
2015-08-25:73:37
2015-09-23:72:38
2015-09-24:73:38
2015-09-25:73:38
2015-09-25:73:38
2015-09-25:72:38
2015-09-28:73:38
2015-09-28:73:38
2015-09-28:73:38
2015-09-28:73:38
2015-09-28:73:38
2015-09-28:73:38
2015-10-02:73:38
2015-10-15:74:38
2015-10-15:73:38
2015-10-19:74:38
2015-10-19:73:38
2015-10-19:74:38
2015-10-19:74:38
2015-10-19:74:38
2015-10-19:74:38
2015-10-19:74:38
2015-10-20:73:38
2015-10-21:74:38
2015-10-26:75:38
2015-10-26:75:38
2015-11-04:75:38
2015-11-15:74:38
2015-11-27:74:39
2015-12-29:74:39
2016-01-06:74:39
2016-01-11:74:39
2016-01-14:73:40
2016-01-14:74:39
2016-01-16:73:40
2016-01-16:73:40
2016-01-19:73:40
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-27:72:41
2016-01-28:72:41
2016-02-02:70:43
2016-02-02:70:43
2016-02-15:71:42
2016-02-15:71:43
2016-02-16:72:42
2016-02-17:71:43
2016-02-17:71:43
2016-03-05:71:43
2016-03-06:71:43
2016-03-07:71:43
2016-03-08:71:43
2016-03-10:71:43
2016-03-29:71:43
2016-03-29:71:43
2016-03-30:71:43
2016-03-30:71:43
2016-03-31:71:43
2016-03-31:71:43
2016-04-05:71:43
2016-04-05:71:43
2016-04-05:71:43
2016-04-19:71:43
2016-04-19:71:43
2016-04-19:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-20:71:43
2016-04-21:71:43
2016-04-22:71:43
2016-04-22:71:43
2016-04-26:71:43
2016-05-06:71:43
2016-05-11:71:43
2016-05-12:71:43
2016-05-12:71:43
2016-05-30:71:43
2016-06-01:71:43
2016-06-01:72:43
2016-06-03:71:43
2016-06-15:71:43
2016-06-15:72:42
2016-07-11:72:42
2016-07-16:72:42
2016-07-22:73:42
2016-07-22:73:42
2016-07-22:73:42
2016-07-22:73:42
2016-07-27:73:42
2016-07-27:73:42
2016-07-27:73:42
2016-07-27:73:42
2016-07-27:73:42
2016-07-27:73:42
2016-08-01:73:42
2016-08-01:73:42
2016-08-01:74:42
2016-08-02:74:42
2016-08-02:73:42
2016-08-04:73:42
2016-08-04:74:42
2016-08-04:73:43
2016-08-04:74:42
2016-08-04:73:43
2016-08-04:73:43
2016-08-04:74:42
2016-08-05:73:43
2016-08-05:73:43
2016-08-08:72:44
2016-08-08:72:44
2016-08-08:72:44
2016-08-08:72:44
2016-08-08:72:44
2016-08-09:72:44
2016-08-09:72:44
2016-08-09:72:44
2016-08-09:72:44
2016-08-09:72:44
2016-08-10:73:44
2016-08-10:73:44
2016-08-10:73:44
2016-08-17:73:44
2016-08-17:72:44
2016-08-17:72:44
2016-08-17:73:44
2016-08-17:73:44
2016-08-22:73:44
2016-08-22:72:45
2016-08-22:73:44
2016-09-01:72:45
2016-09-03:72:45
2016-09-21:72:45
2016-09-26:72:45
2016-09-26:72:45
2016-09-30:72:45
2016-10-01:73:45
2016-10-05:73:45
2016-10-05:74:45
2016-10-06:75:45
2016-10-06:75:45
2016-10-11:75:45
2016-10-20:75:45
2016-10-20:75:45
2016-10-20:75:45
2016-10-20:75:45
2016-10-20:76:45
2016-10-20:75:45
2016-10-26:75:45
2016-10-27:75:45
2016-10-27:75:45
2016-10-27:75:45
2016-11-01:74:46
2016-11-23:72:45
2016-11-30:74:46
2016-12-02:74:46
2016-12-19:74:46
2017-01-16:74:46
2017-01-24:74:46
2017-01-24:74:46
2017-02-02:73:47
2017-02-09:73:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-06:74:47
2017-03-09:75:47
2017-03-09:74:48
2017-03-09:74:48
2017-03-09:74:48
2017-03-09:74:48
2017-03-09:75:47
2017-03-09:75:47
2017-03-09:74:47
2017-03-09:75:47
2017-03-10:74:48
2017-03-13:74:48
2017-04-12:74:48
2017-04-26:72:50
2017-04-26:74:48
2017-04-26:73:49
2017-04-26:71:51
2017-04-29:71:51
2017-04-30:71:51
2017-05-04:71:51
2017-05-04:71:51
2017-05-05:71:51
2017-05-08:71:51
2017-05-09:71:51
2017-05-10:71:51
2017-05-11:70:52
2017-05-13:71:51
2017-06-07:70:52
2017-07-03:70:52
2017-07-03:70:52
2017-07-05:69:53
2017-07-07:69:53
2017-07-07:69:53
2017-07-07:70:52
2017-07-10:69:53
2017-07-10:69:53
2017-07-11:69:53
2017-07-11:69:53
2017-07-11:69:53
2017-07-12:71:51
2017-07-13:69:53
2017-08-22:69:53
2017-08-23:69:53
2017-08-23:69:53
2017-08-23:69:53
2017-09-06:70:53
2017-09-07:70:53
2017-09-08:70:53
