Date:Profiles with Native Services in percent:Profiles w/o Native Services in percent
2015-03-16:64,38356164383562:35,61643835616438
2015-03-16:64,38356164383562:35,61643835616438
2015-03-16:64,38356164383562:35,61643835616438
2015-03-16:63,888888888888886:36,111111111111114
2015-03-18:64,38356164383562:35,61643835616438
2015-03-19:64,38356164383562:35,61643835616438
2015-03-20:64,38356164383562:35,61643835616438
2015-03-20:64,38356164383562:35,61643835616438
2015-03-20:64,38356164383562:35,61643835616438
2015-03-23:64,38356164383562:35,61643835616438
2015-03-24:64,38356164383562:35,61643835616438
2015-03-24:64,38356164383562:35,61643835616438
2015-03-25:64,38356164383562:35,61643835616438
2015-03-25:64,38356164383562:35,61643835616438
2015-03-25:64,38356164383562:35,61643835616438
2015-03-25:64,38356164383562:35,61643835616438
2015-03-26:64,38356164383562:35,61643835616438
2015-03-26:64,38356164383562:35,61643835616438
2015-03-26:65,78947368421053:34,210526315789465
2015-04-01:64,38356164383562:35,61643835616438
2015-04-10:63,888888888888886:36,111111111111114
2015-04-13:63,888888888888886:36,111111111111114
2015-04-14:63,888888888888886:36,111111111111114
2015-04-14:63,888888888888886:36,111111111111114
2015-04-14:63,888888888888886:36,111111111111114
2015-04-14:63,888888888888886:36,111111111111114
2015-04-14:63,888888888888886:36,111111111111114
2015-04-15:65,78947368421053:34,210526315789465
2015-04-15:63,888888888888886:36,111111111111114
2015-04-15:63,888888888888886:36,111111111111114
2015-04-15:63,888888888888886:36,111111111111114
2015-04-15:63,888888888888886:36,111111111111114
2015-04-17:63,888888888888886:36,111111111111114
2015-04-17:63,888888888888886:36,111111111111114
2015-04-17:63,888888888888886:36,111111111111114
2015-04-29:64,38356164383562:35,61643835616438
2015-05-04:64,38356164383562:35,61643835616438
2015-05-11:64,38356164383562:35,61643835616438
2015-05-12:64,38356164383562:35,61643835616438
2015-05-21:64,38356164383562:35,61643835616438
2015-05-22:65,75342465753424:34,24657534246576
2015-05-22:64,38356164383562:35,61643835616438
2015-05-26:64,38356164383562:35,61643835616438
2015-05-28:65,75342465753424:34,24657534246576
2015-05-28:64,38356164383562:35,61643835616438
2015-05-29:65,75342465753424:34,24657534246576
2015-05-29:65,75342465753424:34,24657534246576
2015-06-01:65,75342465753424:34,24657534246576
2015-06-03:65,75342465753424:34,24657534246576
2015-06-03:65,75342465753424:34,24657534246576
2015-06-03:65,75342465753424:34,24657534246576
