Date:Extensible profiles in percent:Not Extensible profiles in percent
2013-06-28:0,0:100,0
2013-07-01:0,0:100,0
2013-07-02:0,0:100,0
2013-07-02:0,0:100,0
2013-07-02:0,0:100,0
2013-07-02:0,0:100,0
2013-07-03:0,0:100,0
2013-07-03:0,0:100,0
2013-07-03:0,0:100,0
2013-07-03:0,0:100,0
2013-07-03:0,0:100,0
2013-07-03:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-04:0,0:100,0
2013-07-05:0,0:100,0
2013-07-05:0,0:100,0
2013-07-05:0,0:100,0
2013-07-05:0,0:100,0
2013-07-05:0,0:100,0
2013-07-07:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-08:0,0:100,0
2013-07-09:0,0:100,0
2013-07-09:0,0:100,0
2013-07-09:0,0:100,0
2013-07-09:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-10:0,0:100,0
2013-07-11:0,0:100,0
2013-07-11:0,0:100,0
2013-07-11:0,0:100,0
2013-07-11:0,0:100,0
2013-07-11:0,0:100,0
2013-07-11:0,0:100,0
2013-07-12:0,0:100,0
2013-07-12:0,0:100,0
2013-07-12:0,0:100,0
2013-07-12:0,0:100,0
2013-07-12:0,0:100,0
2013-07-12:0,0:100,0
2013-07-15:0,0:100,0
2013-07-15:0,0:100,0
2013-07-15:0,0:100,0
2013-07-15:0,0:100,0
2013-07-17:0,0:100,0
2013-07-17:0,0:100,0
2013-07-17:0,0:100,0
2013-07-17:0,0:100,0
2013-07-17:0,0:100,0
2013-07-19:0,0:100,0
2013-07-19:0,0:100,0
2013-07-19:0,0:100,0
2013-07-19:0,0:100,0
2013-07-22:0,0:100,0
2013-07-22:0,0:100,0
2013-07-22:0,0:100,0
2013-07-24:0,0:100,0
2013-07-24:0,0:100,0
2013-07-24:0,0:100,0
2013-07-25:0,0:100,0
2013-07-25:0,0:100,0
2013-07-26:0,0:100,0
2013-07-26:0,0:100,0
2013-07-26:0,0:100,0
2013-07-29:0,0:100,0
2013-07-29:0,0:100,0
2013-07-29:0,0:100,0
2013-07-30:0,0:100,0
2013-08-06:0,0:100,0
2013-08-06:0,0:100,0
2013-08-06:0,0:100,0
2013-08-07:0,0:100,0
2013-08-08:0,0:100,0
2013-08-08:0,0:100,0
2013-08-13:0,0:100,0
2013-08-14:0,0:100,0
2013-08-14:0,0:100,0
2013-08-14:0,0:100,0
2013-08-21:0,0:100,0
2013-09-03:0,0:100,0
2013-09-03:0,0:100,0
2013-09-04:0,0:100,0
2013-09-04:0,0:100,0
2013-09-04:0,0:100,0
2013-09-04:0,0:100,0
2013-09-06:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-09:0,0:100,0
2013-09-11:0,0:100,0
2013-09-27:0,0:100,0
2013-10-01:0,0:100,0
2013-10-07:0,0:100,0
2013-10-10:0,0:100,0
2013-10-10:0,0:100,0
2013-10-15:0,0:100,0
2013-10-16:0,0:100,0
2013-10-16:0,0:100,0
2013-10-17:0,0:100,0
2013-10-30:0,0:100,0
2013-10-30:0,0:100,0
2013-10-30:0,0:100,0
2013-10-31:0,0:100,0
2013-11-01:0,0:100,0
2013-11-04:0,0:100,0
2013-11-07:0,0:100,0
2013-11-08:0,0:100,0
2013-11-18:0,0:100,0
2013-11-18:0,0:100,0
2013-11-18:0,0:100,0
2013-11-19:0,0:100,0
2013-11-19:25,37313432835821:74,6268656716418
2013-11-19:0,0:100,0
2013-11-20:25,37313432835821:74,6268656716418
2013-11-26:0,0:100,0
2013-11-26:25,37313432835821:74,6268656716418
2013-11-28:0,0:100,0
